Date,Barrage,Capacite Normale (Mm3),Reserve (Mm3),Taux de Remplissage (%)
2025-08-29,Tamesna,57,17.984,31.5509
2025-08-29,El Mellah,35,11.842,33.8343
2025-08-29,El Himer,14,1.227,8.76429
2025-08-29,Maazer,13,0,0
2025-08-29,O. Hassar,2.24,0,0
2025-08-29,Ain Kouachia,11,7.22,65.6364
2025-08-29,Zamrine,0.496,0.377,76.0081
2025-08-29,Réserve totale,,691.865,
2025-08-28,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-28,Tamesna,57,18.033,31.6368
2025-08-28,El Mellah,35,11.87,33.9143
2025-08-28,El Himer,14,1.227,8.76429
2025-08-28,Maazer,13,0,0
2025-08-28,O. Hassar,2.24,0,0
2025-08-28,Ain Kouachia,11,7.233,65.7545
2025-08-28,Zamrine,0.496,0.378,76.2097
2025-08-28,Réserve totale,,691.956,
2025-08-27,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-27,Tamesna,57,18.065,31.693
2025-08-27,El Mellah,35,11.897,33.9914
2025-08-27,El Himer,14,1.23,8.78571
2025-08-27,Maazer,13,0,0
2025-08-27,O. Hassar,2.24,0,0
2025-08-27,Ain Kouachia,11,7.246,65.8727
2025-08-27,Zamrine,0.496,0.378,76.2097
2025-08-27,Réserve totale,,692.03094,
2025-08-26,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-26,Tamesna,57,18.114,31.7789
2025-08-26,El Mellah,35,11.225,32.0714
2025-08-26,El Himer,14,1.233,8.80714
2025-08-26,Maazer,13,0,0
2025-08-26,O. Hassar,2.24,0,0
2025-08-26,Ain Kouachia,11,7.246,65.8727
2025-08-26,Zamrine,0.496,0.38,76.6129
2025-08-26,Réserve totale,,691.41296,
2025-08-25,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-25,Tamesna,57,18.179,31.893
2025-08-25,El Mellah,35,11.953,34.1514
2025-08-25,El Himer,14,1.233,8.80714
2025-08-25,Maazer,13,0,0
2025-08-25,O. Hassar,2.24,0,0
2025-08-25,Ain Kouachia,11,7.259,65.9909
2025-08-25,Zamrine,0.496,0.38,76.6129
2025-08-25,Réserve totale,,691.86,
2025-08-24,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-24,Tamesna,57,18.196,31.9228
2025-08-24,El Mellah,35,11.98,34.2286
2025-08-24,El Himer,14,1.237,8.83571
2025-08-24,Maazer,13,0,0
2025-08-24,O. Hassar,2.24,0,0
2025-08-24,Ain Kouachia,11,7.272,66.1091
2025-08-24,Zamrine,0.496,0.38,76.6129
2025-08-24,Réserve totale,,691.92096,
2025-08-23,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-23,Tamesna,57,18.245,32.0088
2025-08-23,El Mellah,35,12.008,34.3086
2025-08-23,El Himer,14,1.237,8.83571
2025-08-23,Maazer,13,0,0
2025-08-23,O. Hassar,2.24,0,0
2025-08-23,Ain Kouachia,11,7.285,66.2273
2025-08-23,Zamrine,0.496,0.381,76.8145
2025-08-23,Réserve totale,,692.01196,
2025-08-22,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-22,Tamesna,57,18.277,32.0649
2025-08-22,El Mellah,35,12.064,34.4686
2025-08-22,El Himer,14,1.24,8.85714
2025-08-22,Maazer,13,0,0
2025-08-22,O. Hassar,2.24,0,0
2025-08-22,Ain Kouachia,11,7.285,66.2273
2025-08-22,Zamrine,0.496,0.382,77.0161
2025-08-22,Réserve totale,,692.104,
2025-08-21,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-21,Tamesna,57,18.327,32.1526
2025-08-21,El Mellah,35,12.092,34.5486
2025-08-21,El Himer,14,1.24,8.85714
2025-08-21,Maazer,13,0,0
2025-08-21,O. Hassar,2.24,0,0
2025-08-21,Ain Kouachia,11,7.31,66.4545
2025-08-21,Zamrine,0.496,0.382,77.0161
2025-08-21,Réserve totale,,692.20703,
2025-08-20,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-20,Tamesna,57,18.359,32.2088
2025-08-20,El Mellah,35,12.119,34.6257
2025-08-20,El Himer,14,1.24,8.85714
2025-08-20,Maazer,13,0,0
2025-08-20,O. Hassar,2.24,0,0
2025-08-20,Ain Kouachia,11,7.31,66.4545
2025-08-20,Zamrine,0.496,0.382,77.0161
2025-08-20,Réserve totale,,692.26605,
2025-08-19,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-19,Tamesna,57,18.409,32.2965
2025-08-19,El Mellah,35,12.147,34.7057
2025-08-19,El Himer,14,1.243,8.87857
2025-08-19,Maazer,13,0,0
2025-08-19,O. Hassar,2.24,0,0
2025-08-19,Ain Kouachia,11,7.336,66.6909
2025-08-19,Zamrine,0.496,0.385,77.621
2025-08-19,Réserve totale,,692.376,
2025-08-18,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-18,Tamesna,57,18.442,32.3544
2025-08-18,El Mellah,35,12.175,34.7857
2025-08-18,El Himer,14,1.243,8.87857
2025-08-18,Maazer,13,0,0
2025-08-18,O. Hassar,2.24,0,0
2025-08-18,Ain Kouachia,11,7.336,66.6909
2025-08-18,Zamrine,0.496,0.385,77.621
2025-08-18,Réserve totale,,692.437,
2025-08-17,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-17,Tamesna,57,18.475,32.4123
2025-08-17,El Mellah,35,12.203,34.8657
2025-08-17,El Himer,14,1.247,8.90714
2025-08-17,Maazer,13,0,0
2025-08-17,O. Hassar,2.24,0,0
2025-08-17,Ain Kouachia,11,7.349,66.8091
2025-08-17,Zamrine,0.496,0.386,77.8226
2025-08-17,Réserve totale,,692.516,
2025-08-16,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-16,Tamesna,57,12.231,21.4579
2025-08-16,El Mellah,35,12.231,34.9457
2025-08-16,El Himer,14,1.25,8.92857
2025-08-16,Maazer,13,0,0
2025-08-16,O. Hassar,2.24,0,0
2025-08-16,Ain Kouachia,11,7.349,66.8091
2025-08-16,Zamrine,0.496,0.386,77.8226
2025-08-16,Réserve totale,,686.30304,
2025-08-15,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-15,Tamesna,57,18.541,32.5281
2025-08-15,El Mellah,35,12.259,35.0257
2025-08-15,El Himer,14,1.253,8.95
2025-08-15,Maazer,13,0,0
2025-08-15,O. Hassar,2.24,0,0
2025-08-15,Ain Kouachia,11,7.362,66.9273
2025-08-15,Zamrine,0.496,0.386,77.8226
2025-08-15,Réserve totale,,692.657,
2025-08-14,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-14,Tamesna,57,18.574,32.586
2025-08-14,El Mellah,35,12.286,35.1029
2025-08-14,El Himer,14,1.257,8.97857
2025-08-14,Maazer,13,0,0
2025-08-14,O. Hassar,2.24,0,0
2025-08-14,Ain Kouachia,11,7.374,67.0364
2025-08-14,Zamrine,0.496,0.387,78.0242
2025-08-14,Réserve totale,,692.7341,
2025-08-13,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-13,Tamesna,57,18.607,32.6439
2025-08-13,El Mellah,35,12.314,35.1829
2025-08-13,El Himer,14,1.26,9
2025-08-13,Maazer,13,0,0
2025-08-13,O. Hassar,2.24,0,0
2025-08-13,Ain Kouachia,11,7.387,67.1545
2025-08-13,Zamrine,0.496,0.387,78.0242
2025-08-13,Réserve totale,,692.8111,
2025-08-12,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-12,Tamesna,57,18.64,32.7018
2025-08-12,El Mellah,35,12.342,35.2629
2025-08-12,El Himer,14,1.267,9.05
2025-08-12,Maazer,13,0,0
2025-08-12,O. Hassar,2.24,0,0
2025-08-12,Ain Kouachia,11,7.4,67.2727
2025-08-12,Zamrine,0.496,0.389,78.4274
2025-08-12,Réserve totale,,692.89404,
2025-08-11,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-11,Tamesna,57,18.673,32.7596
2025-08-11,El Mellah,35,12.37,35.3429
2025-08-11,El Himer,14,1.27,9.07143
2025-08-11,Maazer,13,0,0
2025-08-11,O. Hassar,2.24,0,0
2025-08-11,Ain Kouachia,11,7.413,67.3909
2025-08-11,Zamrine,0.496,0.389,78.4274
2025-08-11,Réserve totale,,692.971,
2025-08-10,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-10,Tamesna,57,18.707,32.8193
2025-08-10,El Mellah,35,12.398,35.4229
2025-08-10,El Himer,14,1.273,9.09286
2025-08-10,Maazer,13,0,0
2025-08-10,O. Hassar,2.24,0,0
2025-08-10,Ain Kouachia,11,7.413,67.3909
2025-08-10,Zamrine,0.496,0.39,78.629
2025-08-10,Réserve totale,,693.03705,
2025-08-09,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-09,Tamesna,57,18.74,32.8772
2025-08-09,El Mellah,35,12.454,35.5829
2025-08-09,El Himer,14,12.771,91.2214
2025-08-09,Maazer,13,0,0
2025-08-09,O. Hassar,2.24,0,0
2025-08-09,Ain Kouachia,11,7.426,67.5091
2025-08-09,Zamrine,0.496,0.39,78.629
2025-08-09,Réserve totale,,704.637,
2025-08-08,Sidi Mohammed Ben Abdellah,974.788,652.856,66.9742
2025-08-08,Tamesna,57,18.773,32.9351
2025-08-08,El Mellah,35,12.482,35.6629
2025-08-08,El Himer,14,1.28,9.14286
2025-08-08,Maazer,13,0,0
2025-08-08,O. Hassar,2.24,0,0
2025-08-08,Ain Kouachia,11,7.439,67.6273
2025-08-08,Zamrine,0.496,0.391,78.8306
2025-08-08,Réserve totale,,693.22107,
2025-08-07,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-07,Tamesna,57,18.807,32.9947
2025-08-07,El Mellah,35,12.51,35.7429
2025-08-07,El Himer,14,1.283,9.16429
2025-08-07,Maazer,13,0,0
2025-08-07,O. Hassar,2.24,0,0
2025-08-07,Ain Kouachia,11,7.452,67.7455
2025-08-07,Zamrine,0.496,0.391,78.8306
2025-08-07,Réserve totale,,693.6581,
2025-08-06,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-06,Tamesna,57,18.84,33.0526
2025-08-06,El Mellah,35,12.594,35.9829
2025-08-06,El Himer,14,1.287,9.19286
2025-08-06,Maazer,13,0,0
2025-08-06,O. Hassar,2.24,0,0
2025-08-06,Ain Kouachia,11,7.452,67.7455
2025-08-06,Zamrine,0.496,0.392,79.0323
2025-08-06,Réserve totale,,693.7801,
2025-08-05,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-05,Tamesna,57,18.857,33.0825
2025-08-05,El Mellah,35,12.594,35.9829
2025-08-05,El Himer,14,1.29,9.21429
2025-08-05,Maazer,13,0,0
2025-08-05,O. Hassar,2.24,0,0
2025-08-05,Ain Kouachia,11,7.464,67.8545
2025-08-05,Zamrine,0.496,0.392,79.0323
2025-08-05,Réserve totale,,693.812,
2025-08-04,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-04,Tamesna,57,18.89,33.1404
2025-08-04,El Mellah,35,12.622,36.0629
2025-08-04,El Himer,14,1.294,9.24286
2025-08-04,Maazer,13,0,0
2025-08-04,O. Hassar,2.24,0,0
2025-08-04,Ain Kouachia,11,7.477,67.9727
2025-08-04,Zamrine,0.496,0.394,79.4355
2025-08-04,Réserve totale,,693.892,
2025-08-03,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-03,Tamesna,57,18.924,33.2
2025-08-03,El Mellah,35,12.65,36.1429
2025-08-03,El Himer,14,1.297,9.26429
2025-08-03,Maazer,13,0,0
2025-08-03,O. Hassar,2.24,0,0
2025-08-03,Ain Kouachia,11,7.49,68.0909
2025-08-03,Zamrine,0.496,0.394,79.4355
2025-08-03,Réserve totale,,693.97003,
2025-08-02,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-02,Tamesna,57,18.957,33.2579
2025-08-02,El Mellah,35,12.678,36.2229
2025-08-02,El Himer,14,1.3,9.28571
2025-08-02,Maazer,13,0,0
2025-08-02,O. Hassar,2.24,0,0
2025-08-02,Ain Kouachia,11,7.49,68.0909
2025-08-02,Zamrine,0.496,0.395,79.6371
2025-08-02,Réserve totale,,694.035,
2025-08-01,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-08-01,Tamesna,57,18.991,33.3175
2025-08-01,El Mellah,35,12.706,36.3029
2025-08-01,El Himer,14,1.304,9.31429
2025-08-01,Maazer,13,0,0
2025-08-01,O. Hassar,2.24,0,0
2025-08-01,Ain Kouachia,11,7.503,68.2091
2025-08-01,Zamrine,0.496,0.396,79.8387
2025-08-01,Réserve totale,,694.11505,
2025-07-31,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-07-31,Tamesna,57,19.025,33.3772
2025-07-31,El Mellah,35,12.734,36.3829
2025-07-31,El Himer,14,1.307,9.33571
2025-07-31,Maazer,13,0,0
2025-07-31,O. Hassar,2.24,0,0
2025-07-31,Ain Kouachia,11,7.516,68.3273
2025-07-31,Zamrine,0.496,0.396,79.8387
2025-07-31,Réserve totale,,694.19305,
2025-07-30,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-07-30,Tamesna,57,19.058,33.4351
2025-07-30,El Mellah,35,12.762,36.4629
2025-07-30,El Himer,14,1.311,9.36429
2025-07-30,Maazer,13,0,0
2025-07-30,O. Hassar,2.24,0,0
2025-07-30,Ain Kouachia,11,7.529,68.4455
2025-07-30,Zamrine,0.496,0.396,79.8387
2025-07-30,Réserve totale,,694.271,
2025-07-29,Sidi Mohammed Ben Abdellah,974.788,653.215,67.011
2025-07-29,Tamesna,57,19.075,33.4649
2025-07-29,El Mellah,35,12.79,36.5429
2025-07-29,El Himer,14,1.314,9.38571
2025-07-29,Maazer,13,0,0
2025-07-29,O. Hassar,2.24,0,0
2025-07-29,Ain Kouachia,11,7.541,68.5545
2025-07-29,Zamrine,0.496,0.398,80.2419
2025-07-29,Réserve totale,,694.33307,
2025-07-28,Sidi Mohammed Ben Abdellah,974.788,653.574,67.0478
2025-07-28,Tamesna,57,19.109,33.5246
2025-07-28,El Mellah,35,12.819,36.6257
2025-07-28,El Himer,14,1.317,9.40714
2025-07-28,Maazer,13,0,0
2025-07-28,O. Hassar,2.24,0,0
2025-07-28,Ain Kouachia,11,7.554,68.6727
2025-07-28,Zamrine,0.496,0.398,80.2419
2025-07-28,Réserve totale,,694.771,
2025-07-27,Sidi Mohammed Ben Abdellah,974.788,653.934,67.0847
2025-07-27,Tamesna,57,19.143,33.5842
2025-07-27,El Mellah,35,12.847,36.7057
2025-07-27,El Himer,14,1.321,9.43571
2025-07-27,Maazer,13,0,0
2025-07-27,O. Hassar,2.24,0,0
2025-07-27,Ain Kouachia,11,7.554,68.6727
2025-07-27,Zamrine,0.496,0.399,80.4436
2025-07-27,Réserve totale,,695.198,
2025-07-26,Sidi Mohammed Ben Abdellah,974.788,654.653,67.1585
2025-07-26,Tamesna,57,19.177,33.6439
2025-07-26,El Mellah,35,12.875,36.7857
2025-07-26,El Himer,14,1.324,9.45714
2025-07-26,Maazer,13,0,0
2025-07-26,O. Hassar,2.24,0,0
2025-07-26,Ain Kouachia,11,7.567,68.7909
2025-07-26,Zamrine,0.496,0.399,80.4436
2025-07-26,Réserve totale,,695.995,
2025-07-25,Sidi Mohammed Ben Abdellah,974.788,655.013,67.1954
2025-07-25,Tamesna,57,19.194,33.6737
2025-07-25,El Mellah,35,12.903,36.8657
2025-07-25,El Himer,14,1.331,9.50714
2025-07-25,Maazer,13,0,0
2025-07-25,O. Hassar,2.24,0,0
2025-07-25,Ain Kouachia,11,7.58,68.9091
2025-07-25,Zamrine,0.496,0.399,80.4436
2025-07-25,Réserve totale,,696.42004,
2025-07-24,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-24,Tamesna,57,19.228,33.7333
2025-07-24,El Mellah,35,12.96,37.0286
2025-07-24,El Himer,14,1.331,9.50714
2025-07-24,Maazer,13,0,0
2025-07-24,O. Hassar,2.24,0,0
2025-07-24,Ain Kouachia,11,7.593,69.0273
2025-07-24,Zamrine,0.496,0.4,80.6452
2025-07-24,Réserve totale,,696.8851,
2025-07-23,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-23,Tamesna,57,19.261,33.7912
2025-07-23,El Mellah,35,13.017,37.1914
2025-07-23,El Himer,14,1.335,9.53571
2025-07-23,Maazer,13,0,0
2025-07-23,O. Hassar,2.24,0,0
2025-07-23,Ain Kouachia,11,7.606,69.1455
2025-07-23,Zamrine,0.496,0.4,80.6452
2025-07-23,Réserve totale,,696.99207,
2025-07-22,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-22,Tamesna,57,19.295,33.8509
2025-07-22,El Mellah,35,13.074,37.3543
2025-07-22,El Himer,14,1.335,9.53571
2025-07-22,Maazer,13,0,0
2025-07-22,O. Hassar,2.24,0,0
2025-07-22,Ain Kouachia,11,7.606,69.1455
2025-07-22,Zamrine,0.496,0.401,80.8468
2025-07-22,Réserve totale,,697.084,
2025-07-21,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-21,Tamesna,57,19.329,33.9105
2025-07-21,El Mellah,35,13.131,37.5171
2025-07-21,El Himer,14,1.338,9.55714
2025-07-21,Maazer,13,0,0
2025-07-21,O. Hassar,2.24,0,0
2025-07-21,Ain Kouachia,11,7.618,69.2545
2025-07-21,Zamrine,0.496,0.401,80.8468
2025-07-21,Réserve totale,,697.18994,
2025-07-20,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-20,Tamesna,57,19.363,33.9702
2025-07-20,El Mellah,35,13.159,37.5971
2025-07-20,El Himer,14,1.342,9.58571
2025-07-20,Maazer,13,0,0
2025-07-20,O. Hassar,2.24,0,0
2025-07-20,Ain Kouachia,11,7.631,69.3727
2025-07-20,Zamrine,0.496,0.403,81.25
2025-07-20,Réserve totale,,697.27094,
2025-07-19,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-19,Tamesna,57,19.398,34.0316
2025-07-19,El Mellah,35,13.217,37.7629
2025-07-19,El Himer,14,1.345,9.60714
2025-07-19,Maazer,13,0,0
2025-07-19,O. Hassar,2.24,0,0
2025-07-19,Ain Kouachia,11,7.644,69.4909
2025-07-19,Zamrine,0.496,0.403,81.25
2025-07-19,Réserve totale,,697.37994,
2025-07-18,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-18,Tamesna,57,19.432,34.0912
2025-07-18,El Mellah,35,13.246,37.8457
2025-07-18,El Himer,14,1.345,9.60714
2025-07-18,Maazer,13,0,0
2025-07-18,O. Hassar,2.24,0,0
2025-07-18,Ain Kouachia,11,7.657,69.6091
2025-07-18,Zamrine,0.496,0.404,81.4516
2025-07-18,Réserve totale,,697.4569,
2025-07-17,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-07-17,Tamesna,57,19.466,34.1509
2025-07-17,El Mellah,35,13.303,38.0086
2025-07-17,El Himer,14,1.349,9.63571
2025-07-17,Maazer,13,0,0
2025-07-17,O. Hassar,2.24,0,0
2025-07-17,Ain Kouachia,11,7.67,69.7273
2025-07-17,Zamrine,0.496,0.405,81.6532
2025-07-17,Réserve totale,,697.566,
2025-07-16,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-16,Tamesna,57,19.5,34.2105
2025-07-16,El Mellah,35,13.332,38.0914
2025-07-16,El Himer,14,1.352,9.65714
2025-07-16,Maazer,13,0,0
2025-07-16,O. Hassar,2.24,0,0
2025-07-16,Ain Kouachia,11,7.683,69.8455
2025-07-16,Zamrine,0.496,0.405,81.6532
2025-07-16,Réserve totale,,698.00494,
2025-07-15,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-15,Tamesna,57,19.534,34.2702
2025-07-15,El Mellah,35,13.361,38.1743
2025-07-15,El Himer,14,1.355,9.67857
2025-07-15,Maazer,13,0,0
2025-07-15,O. Hassar,2.24,0,0
2025-07-15,Ain Kouachia,11,7.683,69.8455
2025-07-15,Zamrine,0.496,0.407,82.0564
2025-07-15,Réserve totale,,698.07294,
2025-07-14,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-14,Tamesna,57,19.569,34.3316
2025-07-14,El Mellah,35,13.39,38.2571
2025-07-14,El Himer,14,1.359,9.70714
2025-07-14,Maazer,13,0,0
2025-07-14,O. Hassar,2.24,0,0
2025-07-14,Ain Kouachia,11,7.695,69.9545
2025-07-14,Zamrine,0.496,0.407,82.0564
2025-07-14,Réserve totale,,698.153,
2025-07-13,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-13,Tamesna,57,19.603,34.3912
2025-07-13,El Mellah,35,13.419,38.34
2025-07-13,El Himer,14,1.359,9.70714
2025-07-13,Maazer,13,0,0
2025-07-13,O. Hassar,2.24,0,0
2025-07-13,Ain Kouachia,11,7.708,70.0727
2025-07-13,Zamrine,0.496,0.408,82.2581
2025-07-13,Réserve totale,,698.23004,
2025-07-12,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-12,Tamesna,57,19.637,34.4509
2025-07-12,El Mellah,35,13.448,38.4229
2025-07-12,El Himer,14,1.362,9.72857
2025-07-12,Maazer,13,0,0
2025-07-12,O. Hassar,2.24,0,0
2025-07-12,Ain Kouachia,11,7.708,70.0727
2025-07-12,Zamrine,0.496,0.408,82.2581
2025-07-12,Réserve totale,,698.296,
2025-07-11,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-11,Tamesna,57,19.672,34.5123
2025-07-11,El Mellah,35,13.477,38.5057
2025-07-11,El Himer,14,1.362,9.72857
2025-07-11,Maazer,13,0,0
2025-07-11,O. Hassar,2.24,0,0
2025-07-11,Ain Kouachia,11,7.734,70.3091
2025-07-11,Zamrine,0.496,0.409,82.4597
2025-07-11,Réserve totale,,698.38696,
2025-07-10,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-10,Tamesna,57,19.706,34.5719
2025-07-10,El Mellah,35,13.506,38.5886
2025-07-10,El Himer,14,1.362,9.72857
2025-07-10,Maazer,13,0,0
2025-07-10,O. Hassar,2.24,0,0
2025-07-10,Ain Kouachia,11,7.747,70.4273
2025-07-10,Zamrine,0.496,0.409,82.4597
2025-07-10,Réserve totale,,698.46295,
2025-07-09,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-09,Tamesna,57,19.74,34.6316
2025-07-09,El Mellah,35,13.536,38.6743
2025-07-09,El Himer,14,1.366,9.75714
2025-07-09,Maazer,13,0,0
2025-07-09,O. Hassar,2.24,0,0
2025-07-09,Ain Kouachia,11,7.761,70.5545
2025-07-09,Zamrine,0.496,0.41,82.6613
2025-07-09,Réserve totale,,698.54596,
2025-07-08,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-08,Tamesna,57,19.775,34.693
2025-07-08,El Mellah,35,13.565,38.7571
2025-07-08,El Himer,14,1.366,9.75714
2025-07-08,Maazer,13,0,0
2025-07-08,O. Hassar,2.24,0,0
2025-07-08,Ain Kouachia,11,7.774,70.6727
2025-07-08,Zamrine,0.496,0.41,82.6613
2025-07-08,Réserve totale,,698.623,
2025-07-07,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-07,Tamesna,57,19.809,34.7526
2025-07-07,El Mellah,35,13.594,38.84
2025-07-07,El Himer,14,1.369,9.77857
2025-07-07,Maazer,13,0,0
2025-07-07,O. Hassar,2.24,0,0
2025-07-07,Ain Kouachia,11,7.787,70.7909
2025-07-07,Zamrine,0.496,0.412,83.0645
2025-07-07,Réserve totale,,698.704,
2025-07-06,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-07-06,Tamesna,57,19.844,34.814
2025-07-06,El Mellah,35,13.624,38.9257
2025-07-06,El Himer,14,1.373,9.80714
2025-07-06,Maazer,13,0,0
2025-07-06,O. Hassar,2.24,0,0
2025-07-06,Ain Kouachia,11,7.801,70.9182
2025-07-06,Zamrine,0.496,0.412,83.0645
2025-07-06,Réserve totale,,698.787,
2025-07-05,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-07-05,Tamesna,57,19.879,34.8754
2025-07-05,El Mellah,35,13.653,39.0086
2025-07-05,El Himer,14,1.376,9.82857
2025-07-05,Maazer,13,0,0
2025-07-05,O. Hassar,2.24,0,0
2025-07-05,Ain Kouachia,11,7.801,70.9182
2025-07-05,Zamrine,0.496,0.412,83.0645
2025-07-05,Réserve totale,,699.21405,
2025-07-04,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-07-04,Tamesna,57,19.93,34.9649
2025-07-04,El Mellah,35,13.682,39.0914
2025-07-04,El Himer,14,1.376,9.82857
2025-07-04,Maazer,13,0,0
2025-07-04,O. Hassar,2.24,0,0
2025-07-04,Ain Kouachia,11,7.827,71.1545
2025-07-04,Zamrine,0.496,0.413,83.2661
2025-07-04,Réserve totale,,699.32104,
2025-07-03,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-07-03,Tamesna,57,19.965,35.0263
2025-07-03,El Mellah,35,13.712,39.1771
2025-07-03,El Himer,14,1.38,9.85714
2025-07-03,Maazer,13,0,0
2025-07-03,O. Hassar,2.24,0,0
2025-07-03,Ain Kouachia,11,7.827,71.1545
2025-07-03,Zamrine,0.496,0.413,83.2661
2025-07-03,Réserve totale,,699.3901,
2025-07-02,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-07-02,Tamesna,57,20,35.0877
2025-07-02,El Mellah,35,13.741,39.26
2025-07-02,El Himer,14,1.38,9.85714
2025-07-02,Maazer,13,0,0
2025-07-02,O. Hassar,2.24,0,0
2025-07-02,Ain Kouachia,11,7.841,71.2818
2025-07-02,Zamrine,0.496,0.413,83.2661
2025-07-02,Réserve totale,,699.4681,
2025-07-01,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-07-01,Tamesna,57,20.035,35.1491
2025-07-01,El Mellah,35,13.771,39.3457
2025-07-01,El Himer,14,1.384,9.88571
2025-07-01,Maazer,13,0,0
2025-07-01,O. Hassar,2.24,0,0
2025-07-01,Ain Kouachia,11,7.854,71.4
2025-07-01,Zamrine,0.496,0.414,83.4677
2025-07-01,Réserve totale,,699.55096,
2025-06-30,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-06-30,Tamesna,57,20.052,35.1789
2025-06-30,El Mellah,35,13.8,39.4286
2025-06-30,El Himer,14,1.387,9.90714
2025-06-30,Maazer,13,0,0
2025-06-30,O. Hassar,2.24,0,0
2025-06-30,Ain Kouachia,11,7.867,71.5182
2025-06-30,Zamrine,0.496,0.414,83.4677
2025-06-30,Réserve totale,,699.61304,
2025-06-29,Sidi Mohammed Ben Abdellah,974.788,656.093,67.3062
2025-06-29,Tamesna,57,20.087,35.2404
2025-06-29,El Mellah,35,13.83,39.5143
2025-06-29,El Himer,14,1.394,9.95714
2025-06-29,Maazer,13,0,0
2025-06-29,O. Hassar,2.24,0,0
2025-06-29,Ain Kouachia,11,7.881,71.6455
2025-06-29,Zamrine,0.496,0.414,83.4677
2025-06-29,Réserve totale,,699.699,
2025-06-28,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-06-28,Tamesna,57,20.122,35.3018
2025-06-28,El Mellah,35,13.859,39.5971
2025-06-28,El Himer,14,1.398,9.98571
2025-06-28,Maazer,13,0,0
2025-06-28,O. Hassar,2.24,0,0
2025-06-28,Ain Kouachia,11,7.894,71.7636
2025-06-28,Zamrine,0.496,0.416,83.871
2025-06-28,Réserve totale,,699.422,
